ID;LatePayment;Age;Education;Income;Prop_Income
2564;1;46;2;34,1;8,84
2565;0;54;1;205,8;8,84
2566;0;29;1;26,8;8,85
2567;1;34;1;22,8;8,86
2568;0;24;1;32,6;8,87
2569;0;31;2;43;8,87
2570;0;38;3;73,7;8,87
2571;0;50;2;82,9;8,87
2572;1;22;1;21,1;8,88
2573;0;27;1;34,8;8,88
2574;0;29;1;62,7;8,88
2575;1;40;2;30,1;8,88
2576;0;25;3;39,8;8,89
2577;0;50;1;135,3;8,89
2578;0;27;1;23,3;8,9
2579;1;46;2;62,2;8,9
2580;0;27;2;33;8,91
2581;0;34;2;35;8,91
2582;0;43;2;50,7;8,92
2583;0;49;1;66,5;8,92
2584;0;43;3;64,2;8,93
2585;1;26;1;27,4;8,94
2586;0;34;1;47,4;8,94
2587;0;34;1;127,9;8,94
2588;0;41;2;129,6;8,94
2589;0;35;1;38,7;8,95
2590;0;40;3;44;8,95
2591;0;41;1;61,1;8,95
2592;0;44;1;100,5;8,95
2593;0;30;1;55,3;8,96
2594;0;32;2;44;8,96
2595;1;34;1;31,8;8,96
2596;0;46;1;83;8,96
2597;1;26;1;18,5;8,97
2598;0;27;2;33,7;8,97
2599;0;28;1;37;8,97
2600;0;32;1;31,4;8,97
2601;0;24;3;65,5;8,98
2602;0;26;2;23,9;8,98
2603;0;35;2;18,9;8,98
2604;0;38;2;20,5;8,98
2605;0;40;2;48,9;8,98
2606;1;26;3;25,6;8,99
2607;0;30;2;59,6;8,99
2608;0;31;1;28,7;8,99
2609;0;45;2;127,4;9
2610;0;50;1;29,5;9
2611;0;25;1;25,3;9,01
2612;0;38;2;29,4;9,01
2613;0;46;3;92,5;9,01
2614;0;47;2;85,7;9,01
2615;0;27;2;19,3;9,02
2616;0;28;1;19,7;9,02
2617;0;30;2;41,5;9,02
2618;0;41;2;28,2;9,02
2619;0;25;1;23,8;9,03
2620;1;30;1;21,4;9,03
2621;0;36;1;31,1;9,03
2622;0;23;1;16;9,04
2623;0;23;2;30,1;9,04
2624;0;27;2;25,8;9,04
2625;0;28;2;26,8;9,04
2626;0;32;1;16,8;9,04
2627;1;52;1;25,7;9,04
2628;1;29;1;34,7;9,05
2629;0;43;1;35,2;9,05
2630;0;29;2;51,9;9,06
2631;0;53;1;103,6;9,06
2632;0;38;2;30,3;9,07
2633;0;50;2;157,3;9,07
2634;0;26;1;19,9;9,08
2635;0;36;2;27,9;9,08
2636;0;24;2;18,3;9,09
2637;0;37;1;25,4;9,09
2638;0;25;1;20,2;9,1
2639;0;41;3;28,8;9,1
2640;0;44;2;103,8;9,1
2641;0;50;2;91,3;9,1
2642;0;33;1;34,3;9,11
2643;0;40;1;53;9,11
2644;0;21;2;19,3;9,13
2645;1;28;2;25,3;9,13
2646;0;28;3;17,2;9,13
2647;0;31;1;31,2;9,13
2648;0;34;1;46,7;9,13
2649;0;39;1;31,3;9,13
2650;0;42;1;41,1;9,13
2651;0;44;1;96,3;9,14
2652;0;47;1;114,1;9,14
2653;0;28;2;28,6;9,15
2654;0;36;1;61,3;9,15
2655;0;36;1;62,4;9,15
2656;0;40;1;30,5;9,15
2657;0;38;2;42,1;9,16
2658;0;29;2;24,1;9,17
2659;0;33;1;28;9,17
2660;0;31;1;32,1;9,18
2661;1;36;3;16,2;9,19
2662;1;36;3;57,6;9,19
2663;0;40;2;50,7;9,19
2664;1;48;1;54;9,19
2665;0;49;2;90,5;9,19
2666;1;33;2;200,8;9,2
2667;1;35;2;22,8;9,2
2668;0;31;2;51,8;9,21
2669;0;38;2;83,7;9,21
2670;1;43;2;44,2;9,21
2671;0;52;1;182,7;9,21
2672;0;21;1;17,4;9,22
2673;0;42;2;88,9;9,22
2674;0;40;2;73,9;9,23
2675;0;48;1;36,8;9,23
2676;0;35;2;42,1;9,24
2677;0;40;2;81,9;9,24
2678;0;41;3;61,6;9,24
2679;1;26;3;25,9;9,25
2680;0;31;3;45;9,25
2681;0;35;2;38,3;9,25
2682;0;40;2;107,5;9,25
2683;0;47;2;117,8;9,26
2684;0;54;1;48,2;9,26
2685;0;35;1;38,4;9,27
2686;0;51;2;45,8;9,28
2687;0;23;1;18,8;9,29
2688;0;28;1;23,1;9,29
2689;0;41;2;79,8;9,29
2690;0;46;2;72,1;9,29
2691;1;25;2;47,6;9,3
2692;0;36;1;75,6;9,3
2693;1;26;1;17,3;9,31
2694;0;42;1;27,5;9,31
2695;1;43;3;304,4;9,31
2696;1;44;2;51,7;9,31
2697;0;26;2;21,8;9,32
2698;1;29;1;35,5;9,32
2699;0;31;1;26,1;9,32
2700;0;31;1;44,2;9,32
2701;1;43;2;94,2;9,32
2702;0;33;2;67,6;9,33
2703;0;36;2;44;9,33
2704;0;45;1;31,3;9,33
2705;1;46;2;58,9;9,33
2706;1;32;3;26,6;9,34
2707;0;35;1;31,7;9,34
2708;1;20;1;25,7;9,35
2709;0;21;2;21,8;9,35
2710;0;29;2;35,9;9,35
2711;0;33;2;49,3;9,35
2712;0;44;1;29,5;9,35
2713;0;23;2;15,8;9,36
2714;0;25;2;17,4;9,36
2715;0;38;1;23,9;9,36
2716;0;28;2;43,1;9,37
2717;1;32;2;30,8;9,37
2718;1;32;2;40,8;9,37
2719;1;39;1;20,5;9,37
2720;0;39;1;24,4;9,38
2721;0;41;1;30,7;9,38
2722;1;26;1;24,6;9,39
2723;1;28;2;21,3;9,4
2724;0;30;2;24,8;9,4
2725;0;33;1;54,6;9,4
2726;0;29;2;32,8;9,41
2727;0;32;1;20,6;9,41
2728;0;37;1;69,8;9,41
2729;0;31;2;18,5;9,42
2730;1;24;1;19,8;9,43
2731;1;29;3;27,7;9,43
2732;0;29;3;36,8;9,43
2733;0;35;1;35,4;9,43
2734;0;37;2;40,3;9,43
2735;0;32;1;34,8;9,44
2736;1;34;2;32;9,44
2737;0;38;2;42,9;9,44
2738;0;20;1;21,2;9,45
2739;1;24;3;25,3;9,45
2740;0;28;2;22,2;9,45
2741;0;28;2;23,3;9,45
2742;0;29;2;57,9;9,45
2743;0;33;1;91;9,45
2744;0;35;1;25;9,45
2745;0;48;1;81,9;9,45
2746;0;50;3;341,9;9,45
2747;0;33;2;23,6;9,46
2748;1;44;1;48,8;9,46
2749;0;47;2;163,2;9,46
2750;0;24;2;31,2;9,47
2751;0;32;1;17,2;9,47
2752;0;57;1;39,8;9,48
2753;0;28;1;23,3;9,49
2754;0;37;1;26,9;9,49
2755;0;41;1;42,2;9,49
2756;0;44;2;146,7;9,49
2757;0;37;1;34,1;9,5
2758;0;24;1;30,2;9,51
2759;0;26;2;38,4;9,51
2760;0;41;1;113,5;9,51
2761;0;47;2;238,1;9,51
2762;0;46;2;85,5;9,52
2763;0;49;1;120,3;9,52
2764;0;22;1;19,6;9,53
2765;0;27;1;21,4;9,53
2766;0;40;1;103,3;9,53
2767;1;29;2;34,8;9,54
2768;0;31;1;35,7;9,54
2769;0;21;1;22,4;9,55
2770;0;35;2;34;9,55
2771;0;29;2;38;9,56
2772;0;46;2;35,6;9,56
2773;0;35;2;46,7;9,57
2774;1;37;2;44,3;9,57
2775;0;29;1;41;9,58
2776;1;25;2;42,2;9,59
2777;0;35;3;84,4;9,59
2778;0;37;1;40,3;9,59
2779;0;38;1;61,5;9,59
2780;0;38;2;70,6;9,59
2781;1;40;2;62,9;9,59
2782;0;40;3;38,5;9,59
2783;0;21;1;14,4;9,6
2784;0;28;2;22,2;9,6
2785;0;29;1;21;9,6
2786;0;29;1;23,3;9,6
2787;1;35;1;20,4;9,6
2788;0;36;2;33,2;9,6
2789;1;41;2;22,7;9,6
2790;0;44;1;75,6;9,6
2791;0;25;1;29,1;9,61
2792;0;28;2;21,6;9,61
2793;0;37;1;34,6;9,61
2794;0;43;1;39;9,61
2795;0;46;2;117,1;9,61
2796;0;26;1;22,4;9,62
2797;0;29;2;49,7;9,62
2798;0;38;2;62,7;9,62
2799;0;25;1;18,2;9,63
2800;1;29;1;23,3;9,64
2801;0;30;1;42,2;9,64
2802;0;34;1;32,4;9,64
2803;0;29;1;29,5;9,65
2804;0;40;1;33,9;9,65
2805;0;54;1;45,6;9,65
2806;0;24;1;18,4;9,66
2807;1;36;2;48,4;9,66
2808;0;37;1;17,4;9,66
2809;0;42;2;103,6;9,66
2810;0;44;2;21,7;9,66
2811;0;31;3;27,8;9,67
2812;0;37;1;30,9;9,67
2813;0;44;1;33,7;9,67
2814;0;50;2;159,6;9,67
2815;1;26;2;24,2;9,68
2816;0;33;1;31,8;9,68
2817;0;31;2;52,3;9,7
2818;0;31;2;25,8;9,71
2819;0;34;1;22;9,71
2820;0;34;2;54,7;9,71
2821;0;43;1;45,8;9,71
2822;0;25;2;23,4;9,73
2823;1;30;1;19,1;9,73
2824;1;32;3;32,2;9,73
2825;1;34;1;24,5;9,73
2826;0;40;1;25,9;9,73
2827;0;34;1;22,7;9,74
2828;0;30;1;32,3;9,76
2829;0;33;2;36,5;9,76
2830;0;34;2;28;9,76
2831;0;37;1;106,6;9,76
2832;0;40;2;59;9,76
2833;0;26;1;13;9,77
2834;0;29;2;26,8;9,77
2835;1;23;1;18,5;9,78
2836;0;25;2;34,7;9,78
2837;0;26;1;18,3;9,78
2838;0;28;1;20;9,78
2839;1;32;1;19,4;9,78
2840;0;42;1;56,2;9,78
2841;0;52;1;124,7;9,79
2842;0;26;2;41,2;9,8
2843;0;34;1;24,3;9,8
2844;0;35;2;38,7;9,8
2845;0;45;1;49,6;9,8
2846;1;27;1;24,6;9,81
2847;0;35;1;37,1;9,81
2848;0;43;1;47,9;9,82
2849;1;44;2;39,6;9,82
2850;0;45;2;69,5;9,82
2851;0;48;3;46,4;9,82
2852;0;30;1;20,2;9,83
2853;0;39;2;40,5;9,83
2854;0;46;1;80,9;9,83
2855;0;30;1;40;9,84
2856;0;32;2;17,9;9,84
2857;0;45;1;123,1;9,84
2858;0;29;1;25,7;9,85
2859;0;33;2;25,4;9,85
2860;0;35;1;33,6;9,85
2861;0;38;1;51,7;9,85
2862;0;45;3;21,8;9,85
2863;1;24;1;30,1;9,86
2864;0;33;1;38,7;9,86
2865;0;27;1;22,9;9,87
2866;0;28;1;21,7;9,87
2867;1;34;1;38,3;9,87
2868;0;34;1;86;9,87
2869;0;26;1;23,7;9,88
2870;0;34;1;24,1;9,88
2871;0;35;1;40,4;9,88
2872;0;36;2;17,2;9,88
2873;0;38;2;118,3;9,88
2874;0;31;2;39,9;9,89
2875;0;26;2;31,1;9,9
2876;0;36;3;86,9;9,9
2877;0;39;1;23,9;9,9
2878;0;23;1;21;9,91
2879;0;50;2;194,9;9,91
2880;0;29;2;22,2;9,92
2881;0;38;2;121,3;9,92
2882;1;28;2;23,2;9,93
2883;0;28;1;26,4;9,93
2884;0;30;1;37,5;9,93
2885;0;33;1;44,6;9,93
2886;0;42;1;52,2;9,93
2887;1;25;1;40,4;9,94
2888;0;26;1;25,2;9,94
2889;1;28;1;27,7;9,94
2890;0;49;2;127,9;9,94
2891;1;24;3;31,9;9,95
2892;1;29;2;41,6;9,95
2893;0;36;1;67,3;9,95
2894;0;41;1;42,3;9,95
2895;0;49;1;33,7;9,96
2896;0;33;2;67,3;9,97
2897;0;34;2;25,3;9,97
2898;0;25;1;26;9,98
2899;0;35;1;84,9;9,98
2900;1;39;2;37,9;9,98
2901;0;50;2;48,8;9,98
2902;0;25;1;14,8;9,99
2903;1;28;2;25,9;9,99
2904;0;39;2;60,6;9,99
2905;1;20;1;15,3;10,01
2906;0;28;2;25,7;10,01
2907;0;42;1;80,9;10,01
2908;0;30;3;35,1;10,02
2909;0;42;1;33,3;10,02
2910;0;42;1;132,2;10,02
2911;0;45;1;46,5;10,02
2912;0;25;2;31,9;10,03
2913;1;32;1;26,9;10,03
2914;0;43;1;90,6;10,03
2915;0;45;1;27,3;10,03
2916;0;56;1;29,3;10,03
2917;1;23;1;40,3;10,04
2918;0;44;1;73;10,04
2919;0;26;1;24,8;10,05
2920;1;50;1;219,5;10,06
2921;1;24;2;16,7;10,07
2922;0;44;2;36,6;10,07
2923;0;29;2;30,5;10,08
2924;0;35;1;22,8;10,08
2925;0;23;1;27,1;10,09
2926;0;24;2;26;10,09
2927;0;34;1;14,4;10,09
2928;0;36;1;32,2;10,09
2929;0;41;2;105,5;10,09
2930;0;26;1;19,2;10,1
2931;0;34;2;25,5;10,1
2932;0;42;2;32,2;10,1
2933;0;42;2;62;10,1
2934;0;24;1;21,6;10,11
2935;0;38;1;27,6;10,11
2936;0;24;2;15,3;10,12
2937;1;27;2;28,2;10,13
2938;0;36;1;63;10,13
2939;1;29;1;36,4;10,14
2940;0;33;1;23,5;10,14
2941;0;48;2;116,9;10,14
2942;0;53;2;182,8;10,14
2943;0;29;2;38;10,16
2944;0;34;1;46,2;10,16
2945;0;25;1;15,6;10,17
2946;0;53;1;45;10,17
2947;0;25;2;28;10,18
2948;0;30;1;25,6;10,18
2949;0;31;2;46,7;10,18
2950;0;33;1;21,8;10,18
2951;0;36;2;51;10,18
2952;0;31;1;28,7;10,19
2953;1;32;2;34,1;10,19
2954;0;36;1;24,8;10,19
2955;0;45;2;150,9;10,19
2956;0;25;3;43,1;10,2
2957;0;29;1;25,8;10,2
2958;0;33;1;18,9;10,2
2959;0;39;1;43,6;10,2
2960;0;27;2;34,7;10,21
2961;0;32;1;29,9;10,21
2962;0;48;3;23,2;10,21
2963;0;49;1;47,9;10,21
2964;0;48;1;126,6;10,22
2965;1;24;2;18,5;10,23
2966;0;29;3;118,7;10,23
2967;0;32;3;40,2;10,24
2968;0;35;1;22,3;10,24
2969;1;42;2;83,5;10,24
2970;0;29;2;34,4;10,25
2971;1;33;1;20,7;10,25
2972;0;34;2;40,5;10,25
2973;0;48;1;77,9;10,25
2974;0;28;2;20,4;10,26
2975;0;29;1;28,1;10,26
2976;0;33;1;24,5;10,26
2977;0;41;1;27,5;10,26
2978;1;25;1;17,2;10,27
2979;0;39;1;28,5;10,27
2980;0;39;2;90,3;10,27
2981;0;33;1;19,4;10,28
2982;0;34;3;76,5;10,28
2983;0;44;1;49,3;10,28
2984;0;44;1;60,2;10,28
2985;0;36;2;58,7;10,29
2986;0;39;3;102;10,29
2987;0;33;1;36,5;10,3
2988;0;38;1;32,2;10,3
2989;0;40;2;72,5;10,3
2990;1;32;3;64,3;10,31
2991;0;36;2;89,6;10,31
2992;0;36;3;66,5;10,31
2993;0;38;2;81;10,32
2994;0;31;1;19,9;10,33
2995;1;27;3;70,8;10,34
2996;0;28;1;20,3;10,34
2997;0;31;1;25,2;10,34
2998;1;40;2;56,5;10,35
2999;0;24;2;32,4;10,36
3000;0;30;1;29,8;10,36
3001;1;22;2;23,4;10,37
3002;0;22;2;28,4;10,37
3003;1;25;1;29,5;10,37
3004;0;51;1;133,6;10,37
3005;0;38;3;51,2;10,38
3006;0;43;1;66,2;10,38
3007;0;48;1;141,4;10,39
3008;1;25;1;22,1;10,4
3009;1;28;1;18,7;10,4
3010;0;36;1;55,2;10,4
3011;0;41;1;21;10,4
3012;0;24;1;22,9;10,41
3013;0;27;2;40,9;10,41
3014;0;34;1;40,6;10,41
3015;0;36;2;25,3;10,42
3016;0;46;3;47,1;10,42
3017;0;22;2;24,1;10,43
3018;0;28;2;21;10,43
3019;0;43;1;32,2;10,43
3020;0;54;1;57,7;10,43
3021;1;32;2;92,1;10,44
3022;0;33;1;30,5;10,44
3023;1;35;1;29,2;10,44
3024;1;29;1;21;10,45
3025;0;30;1;19;10,45
3026;0;35;1;43,1;10,45
3027;0;42;1;58,8;10,45
3028;0;43;1;36,9;10,45
3029;0;45;2;144;10,45
3030;0;35;1;68,8;10,46
3031;0;36;3;36,3;10,46
3032;1;51;1;44,4;10,46
3033;0;21;1;31,3;10,47
3034;0;25;1;19,1;10,47
3035;1;31;1;19,8;10,47
3036;0;32;1;17,7;10,47
3037;0;36;1;32;10,47
3038;0;38;1;54,8;10,47
3039;0;48;2;168;10,47
3040;0;30;1;29,7;10,48
3041;0;33;1;22,5;10,49
3042;0;39;1;27,5;10,49
3043;0;40;1;69,8;10,49
3044;0;26;3;26;10,5
3045;0;37;1;52;10,5
3046;0;39;1;25,4;10,5
3047;0;40;2;55,5;10,5
3048;0;32;1;16,3;10,51
3049;0;43;2;104;10,51
3050;1;47;1;26,6;10,52
3051;0;31;1;36,1;10,53
3052;0;44;1;33,4;10,53
3053;1;26;1;21,9;10,54
3054;0;27;2;40,6;10,54
3055;0;33;1;35,9;10,54
3056;0;30;2;42,5;10,55
3057;0;44;1;77,8;10,55
3058;1;28;2;33,5;10,56
3059;0;32;1;25,9;10,56
3060;0;38;1;25,7;10,56
3061;0;40;1;33,6;10,56
3062;0;30;1;50,6;10,57
3063;0;37;2;20;10,57
3064;0;45;2;48,5;10,57
3065;0;36;1;33,1;10,58
3066;0;38;1;19,5;10,58
3067;0;38;1;45,3;10,58
3068;0;51;3;69,1;10,58
3069;0;34;2;109;10,59
3070;0;38;1;26,4;10,59
3071;1;40;1;34,9;10,59
3072;0;26;2;36,7;10,6
3073;1;45;2;20,9;10,6
3074;0;24;1;19,9;10,61
3075;0;33;1;51;10,61
3076;0;42;2;70;10,61
3077;0;55;1;159,3;10,61
3078;1;26;2;21,5;10,62
3079;0;35;1;101,3;10,62
3080;0;21;2;16,7;10,63
3081;0;36;1;36,1;10,63
3082;0;40;1;61,8;10,64
3083;1;32;1;14,2;10,65
3084;0;32;1;21,3;10,65
3085;0;33;1;32,3;10,65
3086;0;39;1;102,8;10,65
3087;0;32;2;107,3;10,66
3088;0;37;1;24,3;10,66
3089;0;39;2;63,1;10,66
3090;0;41;2;17,5;10,66
3091;0;41;2;38,7;10,66
3092;0;50;2;35,2;10,66
3093;0;23;2;12,8;10,67
3094;0;39;1;33,6;10,67
3095;0;40;2;58,6;10,67
3096;1;30;1;35,3;10,68
3097;1;31;2;18,6;10,68
3098;1;34;1;24,3;10,68
3099;0;33;1;52,7;10,69
3100;0;35;1;50,4;10,69
3101;1;46;2;260,4;10,69
3102;0;47;1;29;10,7
3103;0;34;2;33,8;10,71
3104;0;34;3;19,2;10,71
3105;0;35;1;31,5;10,71
3106;0;37;2;31;10,71
3107;0;32;1;35,8;10,72
3108;0;27;1;32;10,73
3109;0;27;2;21,4;10,73
3110;0;44;1;99,4;10,73
3111;1;22;2;26,4;10,74
3112;0;26;2;29,3;10,74
3113;1;33;2;28,8;10,74
3114;0;42;2;70,5;10,74
3115;0;24;2;39,2;10,75
3116;0;27;2;16,6;10,75
3117;1;34;3;26,5;10,75
3118;0;43;2;36,6;10,75
3119;1;29;3;104,7;10,76
3120;0;33;1;28;10,76
3121;0;35;1;44,1;10,76
3122;0;42;2;55,6;10,76
3123;0;33;1;26,4;10,77
3124;0;39;1;81,2;10,77
3125;1;40;2;21,6;10,77
3126;0;23;1;17,9;10,78
3127;1;24;2;24,4;10,78
3128;0;52;1;160,9;10,78
3129;1;22;3;19,7;10,79
3130;1;31;2;47,8;10,79
3131;0;33;2;22;10,79
3132;1;27;2;29,5;10,8
3133;0;30;2;34,5;10,8
3134;0;32;1;22,5;10,8
3135;1;37;1;22,7;10,8
3136;0;31;2;54,8;10,81
3137;0;38;1;24,1;10,81
3138;0;48;2;27,6;10,83
3139;0;48;2;134,6;10,83
3140;0;26;1;20,4;10,84
3141;0;29;1;23,9;10,84
3142;1;31;2;109,4;10,84
3143;0;31;2;28,3;10,84
3144;0;40;2;140,6;10,84
3145;0;43;1;75,2;10,84
3146;1;21;1;20,9;10,85
3147;1;24;2;27,9;10,85
3148;0;42;1;19,2;10,85
3149;0;48;2;62,5;10,85
3150;0;50;2;72,7;10,85
3151;0;49;1;36,1;10,86
3152;0;29;1;30,6;10,87
3153;0;32;1;27,8;10,87
3154;0;40;1;43,4;10,87
3155;0;41;1;33,3;10,87
3156;0;29;2;24,5;10,89
3157;0;39;2;57,9;10,89
3158;0;33;1;34,8;10,9
3159;0;33;1;84,4;10,9
3160;0;36;1;59,9;10,9
3161;1;37;3;51,2;10,9
3162;0;40;2;42,7;10,91
3163;1;30;2;21,5;10,92
3164;1;38;2;25,7;10,92
3165;0;41;3;24,7;10,92
3166;0;25;1;26,5;10,93
3167;0;27;1;66,2;10,93
3168;0;28;1;22,6;10,93
3169;0;27;2;21,7;10,94
3170;0;31;1;22;10,94
3171;0;41;3;173,2;10,94
3172;1;26;2;23,6;10,95
3173;1;29;1;18,7;10,95
3174;0;31;1;23,7;10,95
3175;0;33;3;34,3;10,95
3176;0;35;1;24,1;10,97
3177;0;36;3;30,4;10,97
3178;0;43;1;34,5;10,97
3179;0;43;1;38,6;10,98
3180;1;29;2;39,3;10,99
3181;0;35;1;42,8;10,99
3182;0;43;1;79,6;10,99
3183;0;48;1;80;10,99
3184;0;33;1;21,6;11
3185;1;35;2;18;11
3186;1;39;2;74,5;11
3187;0;49;1;76,4;11
3188;0;24;2;17,4;11,01
3189;0;25;2;30,3;11,01
3190;0;27;1;27,7;11,01
3191;0;27;2;19,6;11,01
3192;0;43;1;76,1;11,01
3193;0;48;2;126,3;11,01
3194;1;30;2;66,6;11,02
3195;0;38;2;129,2;11,02
3196;1;30;3;36,9;11,03
3197;0;33;1;36,5;11,03
3198;0;45;1;47,1;11,03
3199;1;48;3;129,4;11,03
3200;0;28;1;35,6;11,04
3201;0;38;1;24,9;11,04
3202;0;42;1;24;11,04
3203;0;24;2;21,2;11,05
3204;0;31;1;25;11,05
3205;0;39;2;48,5;11,05
3206;1;31;2;16,3;11,07
3207;0;43;2;46,8;11,07
3208;0;24;1;17,7;11,08
3209;0;40;1;39,5;11,08
3210;0;29;1;20,1;11,09
3211;0;35;1;49,2;11,09
3212;0;35;1;102,2;11,09
3213;0;47;1;143,8;11,09
3214;0;29;1;22,7;11,1
3215;0;31;2;56,6;11,1
3216;1;33;2;49,4;11,1
3217;0;27;1;17,4;11,11
3218;1;31;1;17,6;11,11
3219;0;36;1;21,7;11,11
3220;0;54;1;56,4;11,11
3221;0;23;2;21,2;11,12
3222;0;32;1;36,5;11,12
3223;1;34;1;33,2;11,12
3224;0;38;2;45,3;11,12
3225;1;33;1;25,1;11,13
3226;0;33;3;20,2;11,13
3227;0;42;1;39,5;11,13
3228;0;47;1;26,7;11,13
3229;0;52;1;60,5;11,15
3230;1;26;1;21,7;11,16
3231;0;33;2;64,9;11,16
3232;1;26;1;32,8;11,17
3233;0;28;1;19,2;11,17
3234;0;32;1;42,8;11,17
3235;0;43;2;33,3;11,18
3236;0;50;3;72;11,18
3237;0;23;1;20,4;11,19
3238;0;42;1;77;11,2
3239;0;22;1;20,5;11,21
3240;1;28;2;44,4;11,21
3241;0;33;1;71;11,21
3242;0;37;2;52,4;11,21
3243;0;41;2;46,1;11,21
3244;0;45;1;76,4;11,21
3245;0;26;1;22,3;11,22
3246;1;31;2;29,1;11,22
3247;1;41;2;58,3;11,22
3248;0;27;1;28,1;11,23
3249;0;37;1;48,2;11,25
3250;0;50;2;135,7;11,25
3251;1;22;2;28,9;11,26
3252;1;21;1;22,9;11,27
3253;0;27;2;14,9;11,27
3254;0;36;3;31,5;11,27
3255;0;39;1;32,3;11,27
3256;0;39;1;46,1;11,27
3257;0;40;2;36,9;11,28
3258;1;44;1;26,3;11,28
3259;0;50;1;20,4;11,28
3260;0;28;1;28,7;11,29
3261;0;29;2;40,4;11,29
3262;1;51;2;65,7;11,3
3263;1;42;1;37;11,31
3264;0;21;2;22;11,32
3265;0;33;2;35;11,32
3266;0;39;1;42;11,32
3267;1;20;1;15,2;11,34
3268;0;43;2;38,3;11,35
3269;0;44;2;93,7;11,36
3270;0;32;1;30,3;11,37
3271;0;34;2;31,4;11,37
3272;0;42;2;34,7;11,37
3273;0;26;2;27,6;11,38
3274;0;28;2;30;11,39
3275;0;35;1;51,8;11,39
3276;0;37;2;95,6;11,39
3277;0;43;1;46,8;11,39
3278;0;45;2;25,5;11,39
3279;0;28;2;62;11,41
3280;1;30;2;23;11,41
3281;1;36;2;145,2;11,41
3282;0;45;2;142,7;11,41
3283;0;22;1;22,8;11,42
3284;1;28;1;23,6;11,42
3285;0;36;1;39,6;11,42
3286;0;28;2;42,4;11,43
3287;0;39;2;25,1;11,45
3288;0;39;2;32,7;11,45
3289;1;48;3;57;11,45
3290;0;41;1;109,5;11,46
3291;0;45;1;46,1;11,46
3292;1;31;2;34;11,47
3293;0;42;1;88,8;11,47
3294;0;24;1;25;11,48
3295;0;28;1;42,7;11,49
3296;0;34;1;56,9;11,49
3297;0;36;2;73,3;11,49
3298;0;38;1;45,4;11,49
3299;0;37;1;32,2;11,5
3300;0;48;1;48,3;11,5
3301;0;35;2;26;11,51
3302;0;32;2;27,7;11,52
3303;1;32;2;35,6;11,53
3304;0;32;2;57,5;11,53
3305;0;39;2;25,1;11,53
3306;0;31;2;41,7;11,54
3307;0;33;2;47,6;11,54
3308;1;35;1;120,6;11,54
3309;0;37;2;41,6;11,54
3310;1;26;1;29,4;11,55
3311;1;42;3;86,7;11,55
3312;0;25;2;27,3;11,56
3313;0;33;1;42;11,56
3314;0;38;2;36,5;11,56
3315;0;39;1;35;11,56
3316;1;40;2;33,9;11,56
3317;0;44;2;19,9;11,56
3318;0;50;1;31,1;11,56
3319;1;27;2;43,9;11,57
3320;0;30;1;26,8;11,58
3321;1;34;2;41,9;11,58
3322;0;35;3;41;11,58
3323;0;42;1;34,7;11,58
3324;0;45;2;160,5;11,58
3325;0;50;1;138,6;11,58
3326;0;27;1;17,5;11,59
3327;1;28;1;24,2;11,59
3328;0;31;1;21,4;11,59
3329;0;42;2;60,1;11,59
3330;1;22;1;22;11,6
3331;1;33;2;32,4;11,6
3332;0;45;1;56,5;11,6
3333;0;36;1;57,9;11,61
3334;0;41;1;35,9;11,61
3335;1;43;2;87,1;11,61
3336;0;44;1;43,3;11,61
3337;0;29;1;20;11,62
3338;0;34;1;24;11,62
3339;1;44;1;51,5;11,62
3340;0;30;2;24;11,63
3341;0;43;1;18,2;11,63
3342;0;28;1;21,6;11,64
3343;0;45;2;32;11,64
3344;1;21;2;18,5;11,65
3345;0;25;2;18,3;11,65
3346;0;30;1;22,6;11,65
3347;0;31;1;16,2;11,65
3348;0;41;1;144,1;11,66
3349;1;43;1;38,9;11,66
3350;0;24;1;15,3;11,67
3351;0;35;1;25,4;11,67
3352;0;37;2;15,6;11,67
3353;1;30;1;26,5;11,68
3354;0;46;1;41,9;11,68
3355;1;34;1;32,9;11,69
3356;0;36;2;37,4;11,69
3357;0;40;2;36,4;11,69
3358;0;32;3;18,7;11,7
3359;0;54;2;67,4;11,7
3360;0;22;3;15,2;11,71
3361;0;36;1;71,6;11,71
3362;0;33;2;37,4;11,73
3363;0;37;1;56,3;11,74
3364;0;26;1;27,5;11,76
3365;0;30;1;27,7;11,76
3366;0;28;2;45,7;11,77
3367;0;38;1;21,8;11,78
3368;0;38;3;62,6;11,78
3369;0;45;2;94,8;11,78
3370;0;38;1;33,8;11,79
3371;0;39;1;35,7;11,79
3372;0;23;2;30,6;11,8
3373;1;26;1;16,2;11,8
3374;0;37;1;49,2;11,8
3375;0;49;1;28,9;11,8
3376;0;32;1;42,9;11,81
3377;0;49;2;120,9;11,81
3378;1;28;2;19,8;11,82
3379;1;51;1;20,8;11,82
3380;0;25;3;20,6;11,83
3381;0;32;1;20,3;11,83
3382;0;37;1;21;11,83
3383;0;47;1;50,4;11,83
3384;0;37;2;39,6;11,84
3385;0;24;3;25,4;11,85
3386;0;25;2;13,5;11,85
3387;0;31;2;39,5;11,85
3388;1;33;1;61,7;11,85
3389;0;34;1;23,3;11,85
3390;1;24;1;20,8;11,86
3391;0;53;2;72,5;11,86
3392;0;41;3;21,4;11,87
3393;0;39;2;26,6;11,88
3394;0;21;1;15,3;11,89
3395;0;33;2;87,3;11,89
3396;0;41;1;96,9;11,89
